id|rightsId|version
01003BC0000A0800|00000000000000000000000000000000|3342336
01003C700009C800|00000000000000000000000000000000|3342336
0100CB2001DB8800|00000000000000000000000000000000|65536
0100F8F0000A2800|00000000000000000000000000000000|3342336
010024D0032F2800|00000000000000000000000000000000|196608
01009400030D6800|00000000000000000000000000000000|131072
01003870040FA800|00000000000000000000000000000000|65536
010086F0040FC800|00000000000000000000000000000000|65536
0100D070040F8800|00000000000000000000000000000000|65536
010085900337E800|00000000000000000000000000000000|262144
0100459000302800|00000000000000000000000000000000|327680
010073300158A800|00000000000000000000000000000000|131072
01000E2003FA0800|00000000000000000000000000000000|458752
01004C200100E800|00000000000000000000000000000000|65536
010035B00412A800|00000000000000000000000000000000|196608
010095A004040800|00000000000000000000000000000000|131072
0100B7D0022EE800|00000000000000000000000000000000|196608
0100A55003B5C800|00000000000000000000000000000000|196608
0100974004924800|00000000000000000000000000000000|65536
010067300059A800|00000000000000000000000000000000|589824
0100AE0003424800|00000000000000000000000000000000|327680
0100C3800049C800|00000000000000000000000000000000|393216
01008110036FE800|00000000000000000000000000000000|65536
0100C960041DC800|00000000000000000000000000000000|131072
0100A6300150C800|00000000000000000000000000000000|131072
0100192003FA4800|00000000000000000000000000000000|524288
010040B003E5E800|00000000000000000000000000000000|131072
0100B60003A06800|00000000000000000000000000000000|131072
0100FF5005B76800|00000000000000000000000000000000|327680
010078D000F88800|00000000000000000000000000000000|2490368
01002B2004F76800|00000000000000000000000000000000|196608
0100A0E004DB2800|00000000000000000000000000000000|65536
01005FF002E2A800|00000000000000000000000000000000|131072
01009B900401E800|00000000000000000000000000000000|262144
010073C001D5E800|00000000000000000000000000000000|196608
0100F3D001DEE800|00000000000000000000000000000000|131072
0100E45004212800|00000000000000000000000000000000|131072
0100760002048800|00000000000000000000000000000000|393216
010039C001296800|00000000000000000000000000000000|196608
0100647003750800|00000000000000000000000000000000|10944512
01004360045C8800|00000000000000000000000000000000|262144
0100EC9004736800|00000000000000000000000000000000|65536
01000CE002072800|00000000000000000000000000000000|196608
0100D06003056800|00000000000000000000000000000000|327680
0100B3F000BE2800|00000000000000000000000000000000|458752
0100CA9002322800|00000000000000000000000000000000|196608
01007FC00206E800|00000000000000000000000000000000|131072
0100112003B8A800|00000000000000000000000000000000|262144
0100C31005A50800|00000000000000000000000000000000|65536
0100F7B002340800|00000000000000000000000000000000|458752
0100BA0004F38800|00000000000000000000000000000000|262144
0100838002AEA800|00000000000000000000000000000000|655360
010002F001220800|00000000000000000000000000000000|131072
0100BA3003B70800|00000000000000000000000000000000|131072
0100A290038F8800|00000000000000000000000000000000|65536
0100EAE003A5A800|00000000000000000000000000000000|327680
01005B9002312800|00000000000000000000000000000000|589824
01001DE005012800|00000000000000000000000000000000|131072
01006F900473A800|00000000000000000000000000000000|65536
01009AA000FAA800|00000000000000000000000000000000|131072
0100230005A52800|00000000000000000000000000000000|262144
010027100372C800|00000000000000000000000000000000|65536
0100E65002BB8800|00000000000000000000000000000000|1245184
01007C2002B3C800|00000000000000000000000000000000|196608
01008B8004E36800|00000000000000000000000000000000|262144
010077B0038B2800|00000000000000000000000000000000|327680
010010F004022800|00000000000000000000000000000000|262144
010019A0038FA800|00000000000000000000000000000000|65536
01004040033CE800|00000000000000000000000000000000|1572864
01006A80038FC800|00000000000000000000000000000000|65536
0100737003190800|00000000000000000000000000000000|65536
01009BD003B36800|00000000000000000000000000000000|131072
0100A290048B0800|00000000000000000000000000000000|65536
0100B5A004302800|00000000000000000000000000000000|65536
0100C38004DCC800|00000000000000000000000000000000|131072
0100592005164800|00000000000000000000000000000000|196608
01008EA00405C800|00000000000000000000000000000000|65536
01001D0003B96800|00000000000000000000000000000000|327680
01000F5003068800|00000000000000000000000000000000|196608
01001B700220A800|00000000000000000000000000000000|131072
0100837006AF0800|00000000000000000000000000000000|65536
01008DC004CBA800|00000000000000000000000000000000|262144
0100C3700416A800|00000000000000000000000000000000|65536
0100C3F000BD8800|00000000000000000000000000000000|65536
0100F15003E64800|00000000000000000000000000000000|327680
0100635006C32800|00000000000000000000000000000000|131072
01007430037F6800|00000000000000000000000000000000|327680
01007C0003AEC800|00000000000000000000000000000000|131072
01005EC0039E4800|00000000000000000000000000000000|65536
0100177005C8A800|00000000000000000000000000000000|131072
01007920038F6800|00000000000000000000000000000000|65536
0100AC40038F4800|00000000000000000000000000000000|65536
0100AD5007430800|00000000000000000000000000000000|65536
0100000000010800|00000000000000000000000000000000|393216
0100A62002042800|00000000000000000000000000000000|131072
0100B1A0066DC800|00000000000000000000000000000000|196608
01000850037C0800|00000000000000000000000000000000|131072
0100E07006C84800|00000000000000000000000000000000|65536
01007C8007376800|00000000000000000000000000000000|262144
01009DC001DB6800|00000000000000000000000000000000|65536
0100496004194800|00000000000000000000000000000000|131072
0100421003FD4800|00000000000000000000000000000000|131072
0100111004460800|00000000000000000000000000000000|65536
0100830004FB6800|00000000000000000000000000000000|131072
01000320000CC800|00000000000000000000000000000000|65536
0100416004C00800|00000000000000000000000000000000|262144
0100ACB004006800|00000000000000000000000000000000|131072
01001270012B6800|00000000000000000000000000000000|131072
0100BE50042F6800|00000000000000000000000000000000|131072
0100153006300800|00000000000000000000000000000000|131072
010017500630C800|00000000000000000000000000000000|131072
010079B0045C2800|00000000000000000000000000000000|131072
0100C87006310800|00000000000000000000000000000000|65536
0100EBE002B3E800|00000000000000000000000000000000|131072
0100F8A004458800|00000000000000000000000000000000|458752
0100704000B3A800|00000000000000000000000000000000|65536
01008E20047DC800|00000000000000000000000000000000|65536
01005EE0036EC800|00000000000000000000000000000000|7798784
0100628004BCE800|00000000000000000000000000000000|65536
0100BD9004AB6800|00000000000000000000000000000000|262144
0100DE40068CA800|00000000000000000000000000000000|65536
0100D3A00409E800|00000000000000000000000000000000|393216
0100FF00042EE800|00000000000000000000000000000000|65536
0100E1F003EE8800|00000000000000000000000000000000|65536
010065E003FD8800|00000000000000000000000000000000|131072
01000A10041EA800|00000000000000000000000000000000|393216
0100F7000464A800|00000000000000000000000000000000|131072
01007690040A0800|00000000000000000000000000000000|458752
01000CA004DCA800|00000000000000000000000000000000|1441792
01006E1004404800|00000000000000000000000000000000|131072
0100066004D68800|00000000000000000000000000000000|65536
01009840046BC800|00000000000000000000000000000000|65536
0100B28003440800|00000000000000000000000000000000|327680
01003C100655A800|00000000000000000000000000000000|65536
0100E470067A8800|00000000000000000000000000000000|65536
0100DB0007FF6800|00000000000000000000000000000000|131072
010075E0047F8800|00000000000000000000000000000000|131072
01007020044F0800|00000000000000000000000000000000|131072
010028C003FD6800|00000000000000000000000000000000|131072
0100FF9003F10800|00000000000000000000000000000000|131072
01001C9007614800|00000000000000000000000000000000|65536
01005AA00372A800|00000000000000000000000000000000|589824
01008C300648E800|00000000000000000000000000000000|196608
01005880063AA800|00000000000000000000000000000000|65536
0100382004206800|00000000000000000000000000000000|65536
01006A500420E800|00000000000000000000000000000000|65536
010085A00420A800|00000000000000000000000000000000|65536
0100932004208800|00000000000000000000000000000000|131072
01009D1003A96800|00000000000000000000000000000000|1114112
01003DC00793A800|00000000000000000000000000000000|131072
0100AED003A60800|00000000000000000000000000000000|65536
0100E95004038800|00000000000000000000000000000000|983040
0100F3400332C800|00000000000000000000000000000000|917504
0100B8E00359E800|00000000000000000000000000000000|131072
0100FF60051E2800|00000000000000000000000000000000|131072
0100AF8006AF2800|00000000000000000000000000000000|131072
010001B005E5C800|00000000000000000000000000000000|393216
0100CDD0077D8800|00000000000000000000000000000000|65536
0100CAB006F54800|00000000000000000000000000000000|327680
01001CC00416C800|00000000000000000000000000000000|65536
010043D004CF6800|00000000000000000000000000000000|65536
010009800203E800|00000000000000000000000000000000|327680
0100331005E8E800|00000000000000000000000000000000|131072
0100AD7003FF4800|00000000000000000000000000000000|65536
010009F004E66800|00000000000000000000000000000000|65536
0100401003A0C800|00000000000000000000000000000000|196608
0100052004384800|00000000000000000000000000000000|262144
01009520034AC800|00000000000000000000000000000000|131072
010035A0044E8800|00000000000000000000000000000000|65536
01004D8007368800|00000000000000000000000000000000|196608
010014E004FA8800|00000000000000000000000000000000|65536
0100BA0003EEA800|00000000000000000000000000000000|524288
0100818008004800|00000000000000000000000000000000|65536
01004F10066B0800|00000000000000000000000000000000|65536
010003900350C800|00000000000000000000000000000000|524288
0100DA0006F50800|00000000000000000000000000000000|589824
010034C007610800|00000000000000000000000000000000|262144
010069C00401A800|00000000000000000000000000000000|131072
0100F89003BC8800|00000000000000000000000000000000|327680
01000CF0084BC800|00000000000000000000000000000000|131072
01002A1004C48800|00000000000000000000000000000000|65536
0100A5900472E800|00000000000000000000000000000000|262144
010012C0060F0800|00000000000000000000000000000000|131072
0100437004170800|00000000000000000000000000000000|524288
010019000034A800|00000000000000000000000000000000|524288
0100B1F00660E800|00000000000000000000000000000000|65536
0100DF9005E7A800|00000000000000000000000000000000|393216
0100224004004800|00000000000000000000000000000000|131072
01004FD00382A800|00000000000000000000000000000000|131072
0100A0500348A800|00000000000000000000000000000000|65536
0100776003F0C800|00000000000000000000000000000000|131072
0100CB9007DAE800|00000000000000000000000000000000|131072
010033500944A800|00000000000000000000000000000000|524288
01003C6008940800|00000000000000000000000000000000|262144
010062A008FE8800|00000000000000000000000000000000|65536
0100EAB00605C800|00000000000000000000000000000000|131072
0100563005B70800|00000000000000000000000000000000|65536
0100A2F006FBE800|00000000000000000000000000000000|131072
01006AA006BE4800|00000000000000000000000000000000|65536
01009D60076F6800|00000000000000000000000000000000|1048576
0100F2A005C98800|00000000000000000000000000000000|262144
010045300516E800|00000000000000000000000000000000|65536
0100D0D00516A800|00000000000000000000000000000000|65536
0100063005C86800|00000000000000000000000000000000|131072
0100011005D92800|00000000000000000000000000000000|196608
0100B1E0022F8800|00000000000000000000000000000000|65536
0100512005AD2800|00000000000000000000000000000000|458752
0100629006000800|00000000000000000000000000000000|131072
01002A6006AA4800|00000000000000000000000000000000|65536
0100AE0006474800|00000000000000000000000000000000|196608
0100352006A10800|00000000000000000000000000000000|65536
0100F4F006EB0800|00000000000000000000000000000000|65536
0100CC2001C6C800|00000000000000000000000000000000|393216
010051C003A08800|00000000000000000000000000000000|131072
010021D00812A800|00000000000000000000000000000000|131072
010028D005A3C800|00000000000000000000000000000000|393216
01002B30028F6800|00000000000000000000000000000000|589824
0100274004052800|00000000000000000000000000000000|65536
0100D03003F0E800|00000000000000000000000000000000|262144
0100408007078800|00000000000000000000000000000000|65536
01006DA00707C800|00000000000000000000000000000000|131072
010077900440A800|00000000000000000000000000000000|131072
01003B9007E86800|00000000000000000000000000000000|524288
010030800841A800|00000000000000000000000000000000|131072
0100875008000800|00000000000000000000000000000000|65536
010029D006ED8800|00000000000000000000000000000000|65536
01004D1007926800|00000000000000000000000000000000|196608
010066600877E800|00000000000000000000000000000000|131072
0100755004608800|00000000000000000000000000000000|65536
0100E9D007432800|00000000000000000000000000000000|65536
01000750084B2800|00000000000000000000000000000000|131072
010074800741A800|00000000000000000000000000000000|262144
0100946008DAE800|00000000000000000000000000000000|65536
01007EF00399C800|00000000000000000000000000000000|131072
0100E24006FA8800|00000000000000000000000000000000|131072
0100921006A04800|00000000000000000000000000000000|131072
0100559004BB4800|00000000000000000000000000000000|131072
0100CBA005160800|00000000000000000000000000000000|65536
0100B9400654E800|00000000000000000000000000000000|1441792
0100F0D004CAE800|00000000000000000000000000000000|65536
010081C008164800|00000000000000000000000000000000|196608
0100D98007784800|00000000000000000000000000000000|65536
0100A6A00894C800|00000000000000000000000000000000|196608
0100BFC002B4E800|00000000000000000000000000000000|524288
0100211005E94800|00000000000000000000000000000000|262144
0100969005E98800|00000000000000000000000000000000|262144
01008E6006502800|00000000000000000000000000000000|262144
01001AE005166800|00000000000000000000000000000000|262144
01003590089EA800|00000000000000000000000000000000|131072
0100170008560800|00000000000000000000000000000000|131072
01002310064B4800|00000000000000000000000000000000|131072
01007740041BC800|00000000000000000000000000000000|262144
0100CC6005DB0800|00000000000000000000000000000000|262144
0100510004D2C800|00000000000000000000000000000000|262144
01001FD0040F4800|00000000000000000000000000000000|393216
0100A2B008696800|00000000000000000000000000000000|458752
01005F900416E800|00000000000000000000000000000000|131072
0100F3D008436800|00000000000000000000000000000000|131072
010039A008E76800|00000000000000000000000000000000|65536
01005C40037C6800|00000000000000000000000000000000|65536
0100BC2004FF4800|00000000000000000000000000000000|327680
0100553006F36800|00000000000000000000000000000000|65536
01008F1008DA6800|00000000000000000000000000000000|327680
0100A8D003BAE800|00000000000000000000000000000000|131072
01002CC0062B8800|00000000000000000000000000000000|1245184
01003E5002320800|00000000000000000000000000000000|131072
0100DB7003828800|00000000000000000000000000000000|786432
0100EA6004516800|00000000000000000000000000000000|196608
010057F007AA2800|00000000000000000000000000000000|262144
0100742007266800|00000000000000000000000000000000|131072
0100F6C00641C800|00000000000000000000000000000000|917504
01005B200725C800|00000000000000000000000000000000|262144
0100D76006EF8800|00000000000000000000000000000000|196608
0100DBB004150800|00000000000000000000000000000000|851968
0100E95006B30800|00000000000000000000000000000000|131072
010034500641A800|00000000000000000000000000000000|917504
01004F8006A78800|00000000000000000000000000000000|393216
010023E008702800|00000000000000000000000000000000|65536
0100F45006A00800|00000000000000000000000000000000|65536
01004BE004A86800|00000000000000000000000000000000|131072
0100803005D52800|00000000000000000000000000000000|262144
01008D00062C2800|00000000000000000000000000000000|131072
0100E8C004616800|00000000000000000000000000000000|131072
0100047009742800|00000000000000000000000000000000|131072
01007D7001D0E800|00000000000000000000000000000000|65536
01003F000973E800|00000000000000000000000000000000|196608
010060E009062800|00000000000000000000000000000000|262144
0100502007F54800|00000000000000000000000000000000|131072
0100F200049C8800|00000000000000000000000000000000|131072
01001E40041BE800|00000000000000000000000000000000|65536
0100C9A00952A800|00000000000000000000000000000000|131072
0100D83007928800|00000000000000000000000000000000|131072
0100B27008170800|00000000000000000000000000000000|1769472
01005B1006988800|00000000000000000000000000000000|65536
010040A0065D2800|00000000000000000000000000000000|131072
01007E3006DDA800|00000000000000000000000000000000|393216
01004070022F0800|00000000000000000000000000000000|131072
01008D4007A1E800|00000000000000000000000000000000|65536
010024C001224800|00000000000000000000000000000000|65536
0100BD3006A02800|00000000000000000000000000000000|65536
0100FAF009562800|00000000000000000000000000000000|131072
010007F00879E800|00000000000000000000000000000000|262144
01000E00089FA800|00000000000000000000000000000000|131072
0100767008502800|00000000000000000000000000000000|65536
01008E9007064800|00000000000000000000000000000000|2031616
0100C88008BA6800|00000000000000000000000000000000|65536
0100DC60085BA800|00000000000000000000000000000000|458752
0100128003A24800|00000000000000000000000000000000|65536
0100743008694800|00000000000000000000000000000000|196608
01005F4009112800|00000000000000000000000000000000|196608
0100417007F78800|00000000000000000000000000000000|196608
010042C006490800|00000000000000000000000000000000|65536
0100720008ED2800|00000000000000000000000000000000|196608
0100902001014800|00000000000000000000000000000000|65536
0100D0B0093D8800|00000000000000000000000000000000|65536
0100A840047C2800|00000000000000000000000000000000|65536
0100256006BF8800|00000000000000000000000000000000|65536
0100C1F0051B6800|00000000000000000000000000000000|131072
01000D1006CEC800|00000000000000000000000000000000|65536
010016E004796800|00000000000000000000000000000000|131072
01004840086FE800|00000000000000000000000000000000|196608
010096900A4D2800|00000000000000000000000000000000|65536
010052A00942A800|00000000000000000000000000000000|196608
010049C0075F0800|00000000000000000000000000000000|196608
0100BEA0096CE800|00000000000000000000000000000000|65536
0100FF1004D56800|00000000000000000000000000000000|196608
01003DE00918E800|00000000000000000000000000000000|327680
01001530097F8800|00000000000000000000000000000000|65536
0100CEA007D08800|00000000000000000000000000000000|655360
01009EA00A320800|00000000000000000000000000000000|65536
010039300A56C800|00000000000000000000000000000000|65536
01004DB00935A800|00000000000000000000000000000000|65536
0100C1000706C800|00000000000000000000000000000000|131072
0100590009C38800|00000000000000000000000000000000|131072
01006E4003832800|00000000000000000000000000000000|65536
0100A48008AE8800|00000000000000000000000000000000|65536
0100D12008EE4800|00000000000000000000000000000000|131072
0100055007B86800|00000000000000000000000000000000|196608
01001B10068EC800|00000000000000000000000000000000|262144
01007D9007792800|00000000000000000000000000000000|65536
0100775004794800|00000000000000000000000000000000|393216
0100FBC007EAE800|00000000000000000000000000000000|131072
0100BB500AAE6800|00000000000000000000000000000000|65536
010085A00821A800|00000000000000000000000000000000|131072
01003B400A00A800|00000000000000000000000000000000|131072
0100479008552800|00000000000000000000000000000000|65536
010053A00932E800|00000000000000000000000000000000|65536
010073E004C4E800|00000000000000000000000000000000|65536
01007BB00A0A0800|00000000000000000000000000000000|196608
0100F7D00A1BC800|00000000000000000000000000000000|65536
010031200981C800|00000000000000000000000000000000|65536
0100C0A004C2C800|00000000000000000000000000000000|65536
0100618004096800|00000000000000000000000000000000|65536
0100FC5009952800|00000000000000000000000000000000|65536
0100FDF0083A6800|00000000000000000000000000000000|262144
010083B00989C800|00000000000000000000000000000000|262144
0100CD300880E800|00000000000000000000000000000000|196608
010009900947A800|00000000000000000000000000000000|327680
01006FE005B6E800|00000000000000000000000000000000|196608
0100273008FBC800|00000000000000000000000000000000|65536
01000E10094D0800|00000000000000000000000000000000|262144
0100804008794800|00000000000000000000000000000000|65536
0100B91008780800|00000000000000000000000000000000|65536
0100C8E0083C4800|00000000000000000000000000000000|65536
01009AB0034E0800|00000000000000000000000000000000|131072
0100EB600A4DA800|00000000000000000000000000000000|720896
01002BD00983E800|00000000000000000000000000000000|131072
010044200A112800|00000000000000000000000000000000|65536
0100FDB0092B4800|00000000000000000000000000000000|65536
010024700901A800|00000000000000000000000000000000|262144
01008F2005154800|00000000000000000000000000000000|327680
010087300445A800|00000000000000000000000000000000|65536
0100D71004694800|00000000000000000000000000000000|9240576
0100751007ADA800|00000000000000000000000000000000|655360
01002CB006AFA800|00000000000000000000000000000000|131072
01002AB007FD2800|00000000000000000000000000000000|65536
01006AA0084FE800|00000000000000000000000000000000|131072
0100833008A9E800|00000000000000000000000000000000|917504
0100CE400A2FA800|00000000000000000000000000000000|65536
010078800869A800|00000000000000000000000000000000|327680
0100AE00096EA800|00000000000000000000000000000000|65536
010016C009374800|00000000000000000000000000000000|196608
0100B7B009532800|00000000000000000000000000000000|131072
0100423009358800|00000000000000000000000000000000|589824
0100C5700434C800|00000000000000000000000000000000|393216
0100F8900A5B0800|00000000000000000000000000000000|196608
0100F210061E8800|00000000000000000000000000000000|65536
0100551001D88800|00000000000000000000000000000000|131072
0100534009FF2800|00000000000000000000000000000000|131072
01001C40079BC800|00000000000000000000000000000000|65536
01009DE009B76800|00000000000000000000000000000000|65536
01000F1008C92800|00000000000000000000000000000000|131072
0100340009736800|00000000000000000000000000000000|65536
0100C81004780800|00000000000000000000000000000000|65536
01002FC00412C800|00000000000000000000000000000000|131072
0100D3F008746800|00000000000000000000000000000000|131072
0100A70006B8A800|00000000000000000000000000000000|65536
0100E570094E8800|00000000000000000000000000000000|196608
010093600A60C800|00000000000000000000000000000000|262144
0100BE80097FA800|00000000000000000000000000000000|65536
0100D84005AF6800|00000000000000000000000000000000|65536
010033100691A800|00000000000000000000000000000000|65536
0100D4300A4CA800|00000000000000000000000000000000|65536
0100730007A9C800|00000000000000000000000000000000|196608
0100501006494800|00000000000000000000000000000000|65536
01009D500A194800|00000000000000000000000000000000|196608
01006B700AB3E800|00000000000000000000000000000000|262144
0100B90008E1E800|00000000000000000000000000000000|65536
0100D98005E8C800|00000000000000000000000000000000|262144
0100EEC00A262800|00000000000000000000000000000000|65536
0100284007D6C800|00000000000000000000000000000000|131072
010022A009368800|00000000000000000000000000000000|131072
0100ACD009B6E800|00000000000000000000000000000000|262144
0100CB60092A2800|00000000000000000000000000000000|65536
010052B003A38800|00000000000000000000000000000000|65536
01000F20083A8800|00000000000000000000000000000000|65536
0100DB300A026800|00000000000000000000000000000000|65536
0100513005AF4800|00000000000000000000000000000000|65536
010065F004E5E800|00000000000000000000000000000000|131072
0100522007AAA800|00000000000000000000000000000000|851968
01008A700989A800|00000000000000000000000000000000|262144
010007E00A1A4800|00000000000000000000000000000000|65536
01006DB004566800|00000000000000000000000000000000|131072
0100D82009024800|00000000000000000000000000000000|131072
01002DD00AF9E800|00000000000000000000000000000000|65536
010009100845A800|00000000000000000000000000000000|65536
0100CC6009456800|00000000000000000000000000000000|65536
0100CE100A826800|00000000000000000000000000000000|131072
0100EC7009348800|00000000000000000000000000000000|65536
0100434003C58800|00000000000000000000000000000000|65536
010082600A234800|00000000000000000000000000000000|196608
0100E570051F0800|00000000000000000000000000000000|327680
0100F8B00883C800|00000000000000000000000000000000|65536
0100024008310800|00000000000000000000000000000000|196608
01009040091E0800|00000000000000000000000000000000|131072
0100D75007E32800|00000000000000000000000000000000|393216
0100BAE006FEE800|00000000000000000000000000000000|65536
0100945003A0E800|00000000000000000000000000000000|131072
010033700418A800|00000000000000000000000000000000|196608
01004B800AF5A800|00000000000000000000000000000000|196608
01003C100445C800|00000000000000000000000000000000|196608
01001AF008BDA800|00000000000000000000000000000000|131072
010088F00AD80800|00000000000000000000000000000000|65536
010002D00632E800|00000000000000000000000000000000|131072
01009F20086A0800|00000000000000000000000000000000|131072
010097F0099B4800|00000000000000000000000000000000|65536
0100D5700877A800|00000000000000000000000000000000|131072
0100A260094EE800|00000000000000000000000000000000|131072
0100B61008208800|00000000000000000000000000000000|655360
0100422001DDA800|00000000000000000000000000000000|65536
010072B007418800|00000000000000000000000000000000|458752
01007B900A508800|00000000000000000000000000000000|196608
0100DCE009732800|00000000000000000000000000000000|65536
01001E300B038800|00000000000000000000000000000000|65536
0100732009CAE800|00000000000000000000000000000000|65536
01008A6009758800|00000000000000000000000000000000|131072
01003B700B036800|00000000000000000000000000000000|65536
0100B5C00AB3C800|00000000000000000000000000000000|65536
0100B8000B12C800|00000000000000000000000000000000|65536
0100FA500B124800|00000000000000000000000000000000|65536
0100F1A00A5DC800|00000000000000000000000000000000|131072
010025400AECE800|00000000000000000000000000000000|20512768
01003FF009E60800|00000000000000000000000000000000|131072
0100A6200851E800|00000000000000000000000000000000|65536
0100DDD0085A4800|00000000000000000000000000000000|65536
010000E004DAE800|00000000000000000000000000000000|720896
0100E98002F6E800|00000000000000000000000000000000|65536
0100F8000A310800|00000000000000000000000000000000|196608
0100207007EB2800|00000000000000000000000000000000|262144
01002C900A302800|00000000000000000000000000000000|65536
010081D00A480800|00000000000000000000000000000000|65536
01002C4009990800|00000000000000000000000000000000|196608
010023900AEE0800|00000000000000000000000000000000|4390912
0100A9300A4AE800|00000000000000000000000000000000|131072
0100465009020800|00000000000000000000000000000000|131072
0100C320083BE800|00000000000000000000000000000000|65536
01006F6002840800|00000000000000000000000000000000|131072
0100C9600ABA8800|00000000000000000000000000000000|131072
01003D00099EC800|00000000000000000000000000000000|262144
0100C1F00A9B8800|00000000000000000000000000000000|196608
01003A800B102800|00000000000000000000000000000000|327680
010035C00A4BC800|00000000000000000000000000000000|131072
01003000097FE800|00000000000000000000000000000000|65536
010055A00A300800|00000000000000000000000000000000|65536
0100A4D00A308800|00000000000000000000000000000000|65536
0100E7200B272800|00000000000000000000000000000000|262144
01009EB004CB0800|00000000000000000000000000000000|65536
0100C160071B8800|00000000000000000000000000000000|131072
010031B00A4E8800|00000000000000000000000000000000|327680
0100E0300B13C800|00000000000000000000000000000000|65536
0100F19006E04800|00000000000000000000000000000000|131072
0100A01006E00800|00000000000000000000000000000000|131072
01004C500AAF6800|00000000000000000000000000000000|65536
0100EFE009424800|00000000000000000000000000000000|262144
01004B4002B6A800|00000000000000000000000000000000|196608
010088400366E800|00000000000000000000000000000000|196608
010009000AC2A800|00000000000000000000000000000000|196608
010050300AC28800|00000000000000000000000000000000|196608
0100E000089F2800|00000000000000000000000000000000|262144
01000AA0093DC800|00000000000000000000000000000000|131072
0100D2D009028800|00000000000000000000000000000000|196608
0100118009C68800|00000000000000000000000000000000|327680
0100A73006E74800|00000000000000000000000000000000|262144
01005F3006AFE800|00000000000000000000000000000000|589824
01009E40095EE800|00000000000000000000000000000000|65536
0100BDE00862A800|00000000000000000000000000000000|851968
0100A4200A284800|00000000000000000000000000000000|393216
01004A700A168800|00000000000000000000000000000000|131072
0100830008426800|00000000000000000000000000000000|851968
0100D67006F14800|00000000000000000000000000000000|131072
0100361007268800|00000000000000000000000000000000|131072
01002DB007A96800|00000000000000000000000000000000|131072
01009440095FE800|00000000000000000000000000000000|262144
0100E46003042800|00000000000000000000000000000000|65536
0100461007BB0800|00000000000000000000000000000000|262144
0100CC7009196800|00000000000000000000000000000000|65536
0100944009646800|00000000000000000000000000000000|65536
01007F200B0C0800|00000000000000000000000000000000|327680
01000E100A470800|00000000000000000000000000000000|65536
01002B400873C800|00000000000000000000000000000000|131072
0100574009F9E800|00000000000000000000000000000000|65536
01007C000845C800|00000000000000000000000000000000|65536
0100A2E008162800|00000000000000000000000000000000|262144
0100AE000AEBC800|00000000000000000000000000000000|458752
0100EC8004762800|00000000000000000000000000000000|851968
010031F006E76800|00000000000000000000000000000000|196608
0100B1F0090F2800|00000000000000000000000000000000|131072
0100B5600A88C800|00000000000000000000000000000000|196608
010033F00B3FA800|00000000000000000000000000000000|65536
010003E0099AC800|00000000000000000000000000000000|65536
0100AEF00A270800|00000000000000000000000000000000|65536
010063400B2EC800|00000000000000000000000000000000|65536
0100AC10085CE800|00000000000000000000000000000000|131072
0100802009C52800|00000000000000000000000000000000|65536
010024F008742800|00000000000000000000000000000000|65536
01000F400435A800|00000000000000000000000000000000|65536
01009A400A97C800|00000000000000000000000000000000|196608
